symbol	kind	in-vanilla	in-patch302	in-gs5r3	patch302-vs-vanilla	gs5r3-vs-vanilla	gs5r3-vs-patch302	changed-fields
unit:aicr2	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,earth_resistance,fire_resistance,flags,food_to_build,get_hit_recovery_ticks,hit_points,level_procedure,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,military_units,missile_attack_resistance,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,water_resistance,wisdom
unit:aicr3	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,death_resistance,dexterity,earth_resistance,fire_resistance,flags,food_to_build,food_used_per_turn,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,magic_crystals_used_per_turn,missile_attack_resistance,missile_range,order_resistance,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,water_resistance
unit:aicr4	unit	yes	yes	yes	identical	token-level	token-level	armor,flags,gold_to_build,level_procedure,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved
unit:aicr5	unit	yes	yes	yes	identical	token-level	token-level	T_legendary1,air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,flags,food_to_build,food_used_per_turn,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,magic_crystals_to_build,magic_crystals_used_per_turn,missile_attack_resistance,missile_range,name,order_resistance,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength
unit:aifit	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,flags,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,melee_attack_resistance,morale_bar_x,morale_bar_y,mps,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,water_resistance,wisdom
unit:aiinf	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,water_resistance
unit:aildf	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack_recovery_ticks,dexterity,flags,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,mps,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,strength,thieves_guild_required,water_resistance,wizards_tower_required
unit:aildt	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,barracks_required,dexterity,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,missile_range,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,water_resistance,wizards_tower_required
unit:aildw	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,barracks_required,dexterity,flags,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,magic_crystals_to_build,magic_crystals_used_per_turn,missile_attack_resistance,name,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,thieves_guild_required,water_resistance,wisdom
unit:aimis	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,get_hit_recovery_ticks,gold_to_build,magic_crystals_to_build,man_turns,melee_attack_resistance,missile_attack_resistance,missile_range,ranged_attack,recover_hitpoints,recover_hitpoints_inside,strength,water_resistance,wisdom
unit:aishp	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved
unit:aithf	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,missile_range,missile_speed,ranged_attack,recover_hitpoints,recover_hitpoints_inside,sight_radius,stealth_noise_factor,strength,water_resistance,wisdom
unit:aiwiz	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack_recovery_ticks,earth_resistance,fire_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,magic_crystals_to_build,maximum_mana,missile_attack_resistance,mps,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,water_resistance,wisdom
unit:aiwm1	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,barracks_required,earth_resistance,fire_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,initiates_to_build,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,mps,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,thieves_guild_required,water_resistance,wizards_tower_required
unit:aiwm2	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,barracks_required,earth_resistance,fire_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,initiates_to_build,magic_crystals_to_build,magic_crystals_used_per_turn,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,thieves_guild_required,water_resistance,wizards_tower_required
unit:aiwm3	unit	yes	yes	yes	identical	token-level	token-level	armor,barracks_required,food_to_build,gold_to_build,initiates_to_build,magic_crystals_to_build,thieves_guild_required,wizards_tower_required
unit:boat	unit	yes	yes	no	identical	only-in-left	only-in-left	-
unit:chcav	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,flags,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,melee_attack_resistance,missile_attack_resistance,missile_range,missile_speed,missile_type,mps,order_resistance,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,wisdom
unit:chcr1	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,fire_resistance,flags,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,level_procedure,life_resistance,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,mps,order_resistance,race,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,water_resistance,wisdom
unit:chcr2	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,fire_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,level_procedure,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,water_resistance
unit:chcr3	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,flags,food_to_build,food_used_per_turn,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_range,mps,order_resistance,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,water_resistance,wisdom
unit:chcr4	unit	yes	yes	yes	identical	token-level	token-level	armor,flags,gold_to_build,level_procedure,mps,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved
unit:chcr5	unit	yes	yes	yes	identical	token-level	token-level	T_legendary1,air_resistance,armor,attack,attack_recovery_ticks,death_resistance,dexterity,earth_resistance,fire_resistance,flags,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,life_resistance,magic_crystals_to_build,missile_attack_resistance,mps,name,order_resistance,recover_hitpoints_moved,sight_radius,strength,water_resistance,wisdom
unit:chfit	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,earth_resistance,fire_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,missile_attack_resistance,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,water_resistance,wisdom
unit:chinf	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,melee_attack_resistance,missile_attack_resistance,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,wisdom
unit:chld1	unit	no	no	yes	identical	only-in-right	only-in-right	-
unit:chld2	unit	no	no	yes	identical	only-in-right	only-in-right	-
unit:chldf	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,earth_resistance,fire_resistance,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,missile_attack_resistance,mps,name,order_resistance,recover_hitpoints_moved,sight_radius,strength,thieves_guild_required,water_resistance,wizards_tower_required
unit:chldt	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,barracks_required,chaos_resistance,death_resistance,dexterity,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,initiates_to_build,level_procedure,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,missile_range,mps,name,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,strength,wizards_tower_required
unit:chldw	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,barracks_required,chaos_resistance,death_resistance,dexterity,flags,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,mps,name,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,strength,thieves_guild_required,wisdom
unit:chmis	unit	yes	yes	yes	identical	token-level	token-level	attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,magic_crystals_to_build,man_turns,missile_range,mps,order_resistance,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength
unit:chshp	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,mps,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved
unit:chthf	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,missile_range,mps,order_resistance,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,strength,wisdom
unit:chwiz	unit	yes	yes	yes	identical	token-level	token-level	armor,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,magic_crystals_to_build,maximum_mana,melee_attack_resistance,missile_attack_resistance,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,wisdom
unit:chwm1	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,barracks_required,chaos_resistance,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,initiates_to_build,magic_crystals_to_build,order_resistance,recover_hitpoints,strength,thieves_guild_required,wisdom,wizards_tower_required
unit:chwm2	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,barracks_required,chaos_resistance,dexterity,food_to_build,food_used_per_turn,get_hit_recovery_ticks,gold_to_build,hit_points,initiates_to_build,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,thieves_guild_required,wisdom,wizards_tower_required
unit:chwmc	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,barracks_required,chaos_resistance,death_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,initiates_to_build,level_procedure,life_resistance,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,thieves_guild_required,wisdom,wizards_tower_required
unit:chwmf	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,barracks_required,chaos_resistance,death_resistance,dexterity,food_to_build,frames_per_grid,get_hit_recovery_ticks,gold_to_build,hit_points,initiates_to_build,life_resistance,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,mps,name,order_resistance,race,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,thieves_guild_required,wizards_tower_required
unit:chwmf2	unit	no	no	yes	identical	only-in-right	only-in-right	-
unit:chwmi	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,barracks_required,chaos_resistance,death_resistance,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,initiates_to_build,level_procedure,life_resistance,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,mps,name,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,thieves_guild_required,wisdom,wizards_tower_required
unit:chwmm	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,barracks_required,chaos_resistance,death_resistance,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,initiates_to_build,level_procedure,life_resistance,magic_crystals_to_build,mps,order_resistance,race,ranged_attack,recover_hitpoints_moved,strength,thieves_guild_required,wisdom,wizards_tower_required
